ids, screen_name, followers, retweet, inreplyto, favorite, friends, listed, text, location
3376927462,ImmoralReport,9537,1,,0,5998,1191,"RT @Patriotvnvet: Sheryl Crow: 'I'm Embarrassed,' I Don't Let My Kids Watch TV When Trump Is On - Breitbart https://t.co/UlLI5FcJUz Crimina…",
2461538374,MyRkl2849,2526,555,,0,5000,40,"RT @AmyMek: If you want Trump 2 win👉🏻 WORK 2 do everything YOU can 2 support his campaign. Don't depend on an #OctoberSurprise, WE must sto…","Connecticut, USA"
24570249,Socratic1,2011,4,,0,2213,87,RT @qz: Whose fault is Donald Trump? https://t.co/IsVxVzSMjk,"Cave Creek, AZ"
22100303,tonysocc,7612,797,,0,741,175,"RT @HillaryClinton: Our veterans know the true meaning of sacrifice and honor.

Donald Trump doesn't have a clue. https://t.co/OeLA6figzW","Wethersfield, CT"
275378634,jessica__so__do,62,3,,0,2014,2,"RT @tjsavino: GREAT,HARD-HITTING, RIGHT ON TARGET PIECE ON TRUMP TREASON. https://t.co/W0cUD3mUSG https://t.co/Pg0McUMgjN",clouds
17688491,Nataya,2084,25,,0,4430,64,RT @SgBz: Undocumented immigrants pay more taxes in a year than Trump paid in 18 years due to Trump's colossal business failures #p2 #tcot…,"Boulder, Co"
4759803413,emmaline1221,576,6,,0,1250,21,RT @AlwaysThinkHow: And @thedailybeast more on how @realDonaldTrump stiffed the stock market https://t.co/eCy7YHkYSj,"Alabama, USA"
452937133,NataliaClinton,206,8,,0,85,14,"RT @Muh_Sadam: Happy #NationalTacoDay, or as Trump would say, the day those RAPISTS &amp; KILLERS eating their ILLEGAL food from Mexico. (IN EV…","New York, NY"
35382306,EVILMOMENTS,900,10,,0,321,62,RT @morgfair: Trump Picks Top Climate Skeptic to Lead EPA Transition https://t.co/Tair0BiQ7W #science  IMPORTANT! If you care about CLIMATE…,NYC-THE HAMPTONS-OUT RIDIN
610786284,Dan_Seigars,48,3622,,0,98,1,RT @Darren32895836: Bernie Supporter Goes Full Nuclear on Hillary Clinton !Voting Donald Trump #ClintonChildrensBooks #KellyFile #Maddow ht…,"Rockland, ME"
95813965,Paulsaysthought,406,0,,0,366,4,Tonight Mike Pence will show us Trump's policies presented by someone who isn't a megalomaniac lunatic. Which might actually be scarier...,Not The Parsonage
763410558934810624,DonaldJRooseve1,326,347,,0,341,17,"RT @NBCNews: Mike Pence on news coverage of Trump: ""This s*^t really is fun to watch. I'll tell you what"" https://t.co/BrxxD8yZci https://t…",
3938772794,NewMexPhinFan59,10,0,MarcHochman,0,30,0,"@MarcHochman SCARIER THAN TRUMP, HOCH?
Give me a break man.",
3332073706,kevin_cracknell,554,2,,0,1088,30,RT @BarbaraAResEsq: IF U DON'T THINK THIS MAN IS RACIST YOURE NUTS Trump Says We're Having 'Race Riots' on a Monthly Basis https://t.co/pHG…,"Pennsylvania, USA"
272110920,jessicascott714,733,18,,0,1303,31,RT @colinjones: I don't remember the last time I saw Biden this pissed https://t.co/U0ZqjoOt9r https://t.co/NgDuLgDjfR,The OC/NYC 
241947006,AlexMDickson,249,794,,0,547,2,"RT @HillaryClinton: Our veterans know the true meaning of sacrifice and honor.

Donald Trump doesn't have a clue. https://t.co/OeLA6figzW",NYC
15963614,jb4demusa,417,1,,0,706,36,RT @ReganWV: Thanks to the @wvstatejournal for printing this op-ed. This one's popular! #debates #Trump #birtherism https://t.co/MMSXWrozsm,Eastern Panhandle of WVUSA
4822119385,natespuewell,7751,0,,0,8104,87,"#NeverTrump #ExGOP #CruzCrew

Which Republicans Oppose Donald Trump? A Cheat Sheet
-Who puts country before party
https://t.co/9muRZ7i7rP","San Francisco, CA"
36058478,jmackin2,22957,0,BTabrum,0,651,910,"@BTabrum @_Financeguy problem with emigration: Trump, Le Pen, Oz politics, Italian politics, German food. Where do you go?",London
1010326561,LashaWells,1347,0,,0,1107,204,#Trump Screwd #American #Steel #Workers Bought From China #Jobs #Potus #Clinton #Sanders #Nevertrump #LoveTrumpsHate https://t.co/bw7UXjJ6UN,Florida
703343282387095553,Imperfect10n,1447,0,jgl61,0,2074,23,"@jgl61 Poll of 500? Mostly DemoRATS. What do you think idiot. 12,000 at rally in Melbourne for Trump. 300 in Cape Coral for HillNo. 😉😉",America
280400341,IamRei8,158,84,,0,334,10,RT @politico: Anthony Bourdain on dining with Trump: 'Absolutely f---ing not' https://t.co/RXIDcLMNa6 | AP Photo https://t.co/O9c21IN7Ql,EARTH
350336411,CruzWhobris,18238,64,,0,12929,252,RT @SeanMcElwee: Pence signed a bill that would force women to seek funerary services for fetuses. https://t.co/xZnlA31n2Z https://t.co/l3Y…,
2555770581,kalinkamalinkaa,4,0,BoyGeorge,0,2,0,"@BoyGeorge Im not a Trump fan but it's kinda true. Raping would still exist, but not as common as it is now. We're still under nature's law.",
762341258689966080,akaginacaputo,189,67,,0,364,10,"RT @Portosj81J: Hillary Clinton has turned the ""Trump Owed No Taxes"" TRUTH into a ""Trump Paid No Taxes"" LIE. #LastTimeTrumpPaidTaxes https:…",United States
2512861308,ukipbournemouth,143,0,,0,94,8,"WATCH: Nigel Farage talks to CNN about the appeal of Trump to the U.S electorate.

""We are 100 days on from the... https://t.co/Dfiamuqll7",
21514744,dpakman,43885,0,,0,43640,552,"The @nytimes report on Trump's taxes is really, really, really not good for him https://t.co/Y8HHTCL918","Boston, MA"
4115045848,ColleenHolt20,1312,104,,0,1666,39,RT @nytimes: How Twitter comedians channel their anxieties about Donald Trump into imagined conversations https://t.co/we39gF8Tlx,Somewhere on the East Coast
2480083422,Gwydion620,592,0,,0,84,120,Trump gave 10 times the personal max to Florida AG's campaign ➡️  @christinawilkie https://t.co/5DDbUlA8jb via @HuffPostPol,"Auburn, AL"
462208579,ArroyoEacid,372,2211,,0,400,21,"RT @SeanMcElwee: Pence forced 5 clinics that provided STD testing to close, precipitating an outbreak of HIV. https://t.co/INxxGblVrR https…",Over There
14753225,Pat120,4174,0,,0,2385,166,"I'm trying to imagine what kinds of hits Trump has withheld because he ""couldn't"" deliver them. https://t.co/d04DK7WpGz",Massachusetts w/ties to Maine
89085301,rmasunu,63,0,,0,115,1,LOL! NO WAY this can be real! Mr Small Fingers appeared in a soft porn clip. Why am I not surpirsed?https://t.co/1hNeBXe8Zt @realDonaldTrump,
140060120,davidpakmanshow,70262,0,,2,68887,1051,"The @nytimes report on Trump's taxes is really, really, really not good for him https://t.co/58lUYqQi7J","Boston, MA"
1111523599,PilgrimsPlanner,77,0,,0,142,3,RT PilgrimsBeacon: RT: Russia: US Allying With Terror to Overthrow Assad https://t.co/LrDRlVtZDc #ISIS #Trump #tc… https://t.co/KXodUnDlxB,
369602944,DKougar,1208,8399,,0,498,262,"RT @vivelafra: @DanScavino @realDonaldTrump 
FRONT PAGE: ""TRUMP WINS IN LANDSLIDE""
New York Times - November 9, 2016
#Trump2016 https://t.c…",Not there. Not there either.
363240308,eastvillagetwt,1682,7,,0,4042,242,RT @AdamsFlaFan: The most shocking part of Donald Trump’s tax records isn’t the $916 million loss everyone’s talking about https://t.co/UBn…,"East Village, New York, NY"
333352677,lawkonvict,851,8,,0,395,49,RT @YousefMunayyer: Devastating. We shouldn't let fear of Trump's fascism silence criticism of Clinton FP.  Isn't silencing critics with fe…,Yankin Birnin Tarayya
747927978823323648,LuzMaryCardona5,106,161,,0,76,13,"RT @KeithOlbermann: Trump's unprecedented, unconscionable, Un-American refusal to recognize election if he loses it #MorallyTreasonable htt…",
707587565143105537,FemmesUnafraid,2521,1812,,0,2331,124,"RT @Fahrenthold: That's right: in 2009, @realDonaldTrump used $5K from his foundation to pay the winner of ""Trump pays your bills"" contest…",hell. im in hell. 
2394771566,luckydbldd,294,42,,0,377,6,RT @Italians4Trump: Clinton Campaign Admits Hillary Avoided Taxes in Same Way as Trump https://t.co/SxumNhsTTQ,Tennessee
24593110,ReyStAug,32,1831,,0,116,2,"RT @BernieSanders: The job of the next president is to bring us together, not divide us up. Sadly, Trump has made bigotry the cornerstone o…",
144365572,MrConnieS,1886,348,,0,3637,187,RT @Fahrenthold: Example of @realDonaldTrump getting credit for gifts from Trump Fdn (other ppl's $). Fdn gave $50K to his son's school. He…,Kiev Ukraine 
874846453,Gabbiedrice78K,3957,389,,0,4987,171,"RT @ThePlumLineGS: New NBC/Survey Monkey poll of likely voters nationally:

Clinton 46
Trump 40
Johnson 9
Stein 3

https://t.co/zqoZZNVER2",
314737410,SandiegoDeals18,1019,97,,0,1182,80,"RT @perfectsliders: ENERGIZED AFTER DEBATE  Line for #Trump Rally in Loveland, CO. over a mile long 12000 Expected, another 20000 online ht…",
2777395174,paigerymer,162,69,,0,95,0,"RT @CourtneyMaybin1: All I see down my news feed is clown, clown, national boyfriend day, trump vs. Hillary, clown, Hilary's a clown.","Splendora, TX"
340866347,JennyDawson2,251,263,,0,812,8,RT @timkaine: My message to Donald Trump and Mike Pence. #VPDebate https://t.co/UhQUfzIEHu,"North West, England"
90670675,catherinerd,58,3,,0,277,0,RT @Newsweek: Is this why Donald Trump knows so much about Chinese manufacturing? https://t.co/4MmAvIm4iL #TrumpChoseChina,
93583928,yourbodybible,2204,837,,0,4002,108,RT @SeanMcElwee: Only 23% of Americans know Trump refused to rent apartments to black people. 79% know about emails. Media failure. https:/…,Canada
54058479,gmc511,2851,12001,,0,1082,102,"RT @HillaryClinton: ""A lot of people can’t handle it."" —Trump on veterans with post-traumatic stress https://t.co/f05ggyEnb7",GA
762341258689966080,akaginacaputo,189,2211,,0,364,10,"RT @chuckwoolery: So let me get this straight.Trump took a billion dollar loss, followed the law,has no problem with the IRS,but to democra…",United States
372596088,Rob_Balboa,34,0,,0,79,2,"WikiLeaks Trolls Trump to celebrate 10 year anniversary, Delivers Nothing on Hillary https://t.co/R4n47Y3BCL via @thedailybeast",us
51971488,ajm510,533,27,,0,1474,61,RT @kurteichenwald: whats amazing is roger stone - trump advisor &amp; the Rosemary's baby of roy cohn and Voldemort - played up assange's con…,NYC
66480903,yaboynyp,927,0,,0,1094,22,"What was Trump doing while losing a billion dollars? Chasing Models across Europe.... ""Genius"" https://t.co/ReTg2FFdov","Los Angeles, CA"
66540938,sappergieb,1936,822,,0,2287,34,RT @BretBaier: I would imagine the Trump campaign will be deploying a new surrogate very soon. https://t.co/gYQaWGG9QV,"Iowa, USA"
337897469,_kmurkk,2968,36,,0,2451,9,"RT @ZeusIsJJ: Trump owes 680million in taxes, the pentagon lost 6.5trillion &amp; no one gets punished. I Miss a fine payment I'l have a warran…",PA
1020397926,NewsatWeb,1530,0,,0,958,134,US election 2016 polls and odds tracker: Latest Donald Trump and Hillary Clinton results forecast in race to be... https://t.co/HbYhYODevw,
865206576,flgal43,382,1501,,0,561,21,"RT @SandraTXAS: Biased Media!

Bernie had 1000s too, Democrats gave election to Hillary with superdelegates.  DNC cant help her now

#MAGA…","Gulf Coast, FL"
32231079,marceparce,479,71,,0,753,4,"RT @sageboggs: MEDIA: Donald Trump kicked a baby goat into the stratosphere after scamming ur grandma out of her life savings
EVERYONE: sou…",New York City
16579192,CJHernandez,192,1,,0,375,7,"RT @GardinerHarris: Trump a role model for kids because, as one wag noted, they don't pay taxes either: Kelly Ayotte Says She Misspoke http…",Mexico D.F.
364601369,Amboboo,33,333,,0,56,1,"RT @CNN: LinkedIn co-founder slams Trump: Losing nearly $1B ""doesn't actually make you brilliant"" https://t.co/tAFv7T1vXc https://t.co/DL0Z…",New York
39311859,koconews,95740,0,,0,804,1059,GOP distances itself from Trump -- again https://t.co/R1RFmLpIEv https://t.co/wat13CWrQ1,Oklahoma City
14788929,Keffy,2976,12001,,0,955,244,"RT @HillaryClinton: ""A lot of people can’t handle it."" —Trump on veterans with post-traumatic stress https://t.co/f05ggyEnb7","New York, USA"
4438071017,soooofabu,15,0,,0,7,2,I support Team Trump! Download the official app: https://t.co/xbldMbTwNZ #MakeAmericaGreatAgain #TrumpTrain https://t.co/2oG127JJit,
50799216,Thinking_Helps,3189,9,,0,2986,82,"RT @Lee_in_Iowa: In Ohio, Indiana, Michigan, Penna? Trump beggared the places you work(ed), buying his materials from China, not you. https…",Bronx-DC-HowardU-SantoDomingo 
258599690,Jeromecaz,142,0,,0,312,11,"Exactly. And media propaganda tries to spin Trump as the one with a ""bad temper""...Hillary lost the election on 09/… https://t.co/AY6QuyKeap","Chicago, IL"
2935352086,Jackiemb95Burns,53,33,,0,107,4,RT @klillington: I’ve never had so many RTs from poets; they liked this! STOPPING BY THE WOODS ON A SNOWY EVENING– By Donald J Trump https:…,
1692228114,vinceb97,269,0,,0,100,2,Trump is LITERALLY Hitler!!! But let's brand people who I disagree with... https://t.co/6gvQGjtECA,"Rochester Hills, MI"
768399699896311808,GeorgeHarvey019,149,0,mitchellvii,0,184,9,@mitchellvii still doesn't matter Trump lost first debate bigly but that's ok he will win the next 2 &amp; win the WH it's a fact,Richmond IN & Chicago Il USA
620311526,Wenmay316,1184,0,,0,190,65,Woke up this morning to a comedy. @JoeBiden talking #Trump saying stupid things. Bahaha This coming from the King of Foot in Mouth!,
37636667,mtsw,888,7,,0,3166,36,"RT @MarketUrbanism: Big city US transit projects routinely cost 3x comparable ones abroad, but Glaeser says 10% is the most we can cut? htt…","Brooklyn, NY"
446452821,AstroValerie,496,5,,0,2063,27,"RT @ACLU: Trump's calls for ""poll watchers"" are ""recipe for intimidation and discrimination."" according to ACLU's @dale_e_ho 

https://t.co…","Charleston, WV, USA, Earth"
426369194,Right_Not_Wrong,1147,1703,,0,1634,154,"RT @Rockprincess818: Blacks -Super Predators
Hispanics -Taco Bowls
Trump Supporters - Deplorables
Bernie fans - #BasementDwellers
Hillary's…","Rocky Mountains, USA"
250882048,chelsadler,1422,3,,0,4863,99,RT @Bipartisanism: Trump Campaign Manager Goes ‘Deer In Headlight’ On CBS After Confronted On Tax Fraud (VIDEO) https://t.co/xMfWjtcrFW htt…,Northern CA
152711359,jeanbozlov,7874,142,,0,7670,55,RT @washingtonpost: What the government does for people like Donald Trump that it won’t do for the poor https://t.co/GUfCfT8PkQ,
718521822480875520,BrendaSue28,338,1966,,0,125,84,"RT @DBloom451: 💥BOOM💥Rudy was GREAT👇Dems are tryin to demonize FOLLOWING THE LAW &amp; avoid fact Trump would've been sued IF HE DIDN'T
https:/…",
768226668335038465,79thandBishop_,398,72,,0,339,33,"RT @WayneDupreeShow: #HillaryClinton and the media can't hide everything 

#NeverHillary #Trump2016 #TrumpPence16 #Debates2016 

https://t.…",Catholic School
48438556,srauer20,1172,1,,0,1548,120,"RT @WeAreWomanUS: Trump ""repeatedly made lewd comments about a camerawoman he said had a nice rear, comparing her beauty to that of... http…",Bensalem PA near Philadelphia
3343313111,Pe_Carlsson,65,634,,0,77,2,"RT @asamjulian: Trump: ""I made my money as a businessman following the law, Hillary made hers...breaking the law, putting her gov. office u…",
20786528,BRAMSTOCKER,895,17,,0,4038,7,"RT @washingtonpost: Tuesday’s VP debate will be all about Clinton and Trump
https://t.co/x5U23p0SVU","Nashville, TN"
1369285800,JamesDubhthaigh,485,89,,0,1026,40,"RT @jeffhauser: I feel like GOP press people have fooled a lot of reporters into thinking Ayotte, Paul Ryan, etc are internally anti-Trump…",Scotland
1321481588,felictiyqueen,763,0,viewyorker,0,99,41,@viewyorker mark cuban was talking to someone after the debate and he dragged trump and then said he supports whoever on his team chooses to,i'll see you in court™
1540660860,mb4llerz,663,134,,0,780,55,"RT @ClaraJeffery: Surprise! Assange is equal parts huckster, rat fucker, and paranoid conspiracy theorist: https://t.co/2cEKrchOoN","Rhein-Neckar-Kreis, Hogwarts"
376876772,word_34,5862,42,,0,1632,272,"RT @IanSams: After dozens of Trump lies in first debate, @DLeonhardt asks a relevant question: ""Will Mike Pence Tell the Truth?"" https://t.…",To the left 
2497246604,GOTHBARBIE666,3965,0,,1,343,12,lucians saying that trump will save more lives than hillary and im like bitch please,montréal
289963138,prioritiesUSA,15208,39,,0,212,366,"RT @ezraklein: Everything we know — and what we don't know — about Donald Trump's tax returns, explained: https://t.co/KMonlcqnRB","Washington, DC"
57235855,wendellh1,219,73,,0,306,9,RT @politico: Anthony Bourdain on dining with @realDonaldTrump: 'Absolutely f---ing not' https://t.co/Cdb6KXw4qc | AP Photo https://t.co/q6…,"Oklahoma, USA"
2488999291,CrazyHanSolo,1393,51,,0,1044,150,RT @TeamTrump: Trump carries DOUBLE-DIGIT lead among veterans https://t.co/fImDwCqGKx,United States
31268984,jr_again,33,6,,0,68,1,"RT @ChristiChat: Stop yourselves!

LET
TRUMP
BE
TRUMP

He alone has put his comfortable personal life
aside for
LOVE OF COUNTRY

Respect &amp;…","Indiana, USA"
345077886,ceoamerica,6,0,HillaryClinton,0,59,0,"@HillaryClinton It still rings true, Trump sacrificed nothing and no one. Why is he complaining  he spent nothing.",
4756762105,Piedad600,409,0,,0,2494,66,Ivanka Trump Appears in New Campaign Ad Aimed at Women Voters https://t.co/qh5nmxUB7m https://t.co/NDt5oK7swA,
19500674,nickswift,512,0,NHoppo,0,797,19,"@NHoppo @patricksandusky Trump, obviously.",Devizes.  London. And about.
1214323094,ohsuckitnerds,216,263,,0,186,9,RT @timkaine: My message to Donald Trump and Mike Pence. #VPDebate https://t.co/UhQUfzIEHu,"San Francisco, CA"
40483720,R_Serling_Rules,126,837,,0,184,70,RT @SeanMcElwee: Only 23% of Americans know Trump refused to rent apartments to black people. 79% know about emails. Media failure. https:/…,"Twin Cities of Minnesota, USA"
769379882728091648,JkbComic,491,2363,,0,319,6,"RT @_Makada_: The veteran who asked Donald Trump the question about PTSD defends Trump, blasts media for twisting his comments.

https://t.…","Cincinnati, OH"
2543121687,gianna_trocino,1411,263,,0,1422,12,RT @timkaine: My message to Donald Trump and Mike Pence. #VPDebate https://t.co/UhQUfzIEHu,Florida State University 
42024669,Jenn_Mattern,4562,1,,0,757,579,RT @adamzopf: .@timkaine you got one job. Make Trump lose his shit.,Pennsylvania
23320145,BUBYSGIRL,925,5,,0,1974,58,RT @VanityFair: A new campaign ad has the effect of shielding Ivanka from her father's unhinged campaign https://t.co/PLCprZJxr4,❤️SomewhereOverThe Rainbow❤️
16469505,allanbrauer,7176,10,,0,1273,433,"RT @williamjordann: Have heard a lot about... 

Trump Foundation 27%
Clinton Foundation 48%
Miss Piggy 51% https://t.co/cmJw7bSu0E","Folsom, CA"
156807569,danielgullo,22631,0,,0,126,523,RealAlexJones Russia: US Allying With Terror to Overthrow Assad https://t.co/DdBxzFHCrC #ISIS #Trump #tcot DRUDGE https://t.co/j3DFg9Ny9Y,"Hockessin, DE"
357232722,Iamnowblue,1163,0,,0,2694,122,"Trump 'paedo' lawsuit re-filed accusing presidential candidate of raping girl, 13, at Jeffrey Epstein party in 1994 https://t.co/zxL0gUhOGD",USA
474913312,46jeong,119,71,,0,473,6,"RT @sageboggs: MEDIA: Donald Trump kicked a baby goat into the stratosphere after scamming ur grandma out of her life savings
EVERYONE: sou…","Seoul, South Korea"
59992768,mattselou,30,0,,0,184,1,"people obsess about Trump not paying taxes, but no one criticizes this system where billionaires can rip off working people..",
378844127,MR_PRIME69,5806,1,,0,5805,128,RT @RobertEHayes: .Trump: I know more about war than the generals. He meant the Washington Generals who always lost to the Harlem Globetrot…,United States
1659221779,JohnJJohnson69,1021,66,,0,244,53,"RT @asamjulian: New Rasmussen poll has Trump/Clinton tied within margin of error. Yesterday, it was Clinton 43%, Trump 40%. https://t.co/6f…",Doomed America
1918897770,idmathers,40,805,,0,96,5,RT @TomiLahren: Freaking out over Trump's tax returns.. he followed the law..Hillary didn't. Remember that. #NeverHillary,
1369285800,JamesDubhthaigh,485,1813,,0,1026,40,"RT @Fahrenthold: That's right: in 2009, @realDonaldTrump used $5K from his foundation to pay the winner of ""Trump pays your bills"" contest…",Scotland
26956574,jimmyfuentes,270,0,Zigmanfreud,0,49,5,@Zigmanfreud @Mediaite y do we need 2 ask? We know y. Media wanted trump 4 GOP cuz he's the easiest 4 them 2 destroy &amp; bury. #notcomplicated,Behind Enemy Lines (SoCal)
57039652,martylawson,3994,62,,0,4035,218,"RT @kachninja: Howard Stern slaps CNN on-air for blatantly lying, contacts Donald Trump to clear up false report #Trump2016 https://t.co/q2…",
1005486662,UBogart,9981,2,,0,7371,167,RT @freeDone01: An ass so fat that Trump tweets about it at 3am.,Cannablanca
3069216826,DestroyCode,848,0,urarowdy1,0,1062,65,@urarowdy1 @thehill and trump is not a conservative either.,"Florida, USA"
783331469636886528,BenigniRaptor,1,3326,,0,19,0,RT @NadelParis: !#BuckeyeState: HARD WORKING NO-NONSENSE WON'T VOTE: #trump NO #TrumpPence2016 #OhioState #OHIOHC2016: #VOTE 4 #HRC! https:…,
1339674523,bizacco,449,426,,0,706,48,"RT @gdebenedetti: Brutal op-ed for Trump in North Carolina, from the @newsobserver: ""Trump isn’t ‘smart,’ he’s a freeloader"" https://t.co/H…",Utah
16255248,tomseward,2237,0,Gina_2456,0,4132,43,"@Gina_2456 @MoultonGreg @The_Trump_Train oh, and illegals drain us, so take your liberal bullshit, roll it up and go fuck yourself",Hell in my head
2868197325,canidaerufus1,108,56,,0,118,67,"RT @France4Hillary: Trump just attacked America's vets by calling those suffering from PTSD weak! #Trump, insulting our heroes makes you we…",
751199557837611008,christo25896892,381,233,,0,1454,1,"RT @ChristiChat: 'The duty of a patriot is to protect his country from its government'

#TRUMP #MAGA

Thanks for RTs &amp; Follows https://t.co…",United States
